title,author,rating,description,language,genres,pages,publisher,publishDate,numRatings,likedPercent,coverImg,description_cleaned
Memoirs of a Geisha,Arthur Golden,4.12,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.Memoirs of a GeishaArthur GoldenMemoirs of a GeishaArthur Golden",English,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Classics', 'Japan', 'Adult', 'Novels', 'Asia', 'Adult Fiction']",503,Vintage Books USA,11/22/05,1717312,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409595968l/929.jpg,literary sensation runaway bestseller brilliant debut novel presents seamless authenticity exquisite lyricism true confessions one japans celebrated geishain memoirs geisha enter world appearances paramount girls virginity auctioned highest bidder women trained beguile powerful men love scorned illusion unique triumphant work fiction romantic erotic suspenseful completely unforgettablememoirs geishaarthur goldenmemoirs geishaarthur golden
The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides (Introduction)",4.08,"Written in his distinctively dazzling manner, Oscar Wilde’s story of a fashionable young man who sells his soul for eternal youth and beauty is the author’s most popular work. The tale of Dorian Gray’s moral disintegration caused a scandal when it ﬁrst appeared in 1890, but though Wilde was attacked for the novel’s corrupting inﬂuence, he responded that there is, in fact, “a terrible moral in Dorian Gray.” Just a few years later, the book and the aesthetic/moral dilemma it presented became issues in the trials occasioned by Wilde’s homosexual liaisons, which resulted in his imprisonment. Of Dorian Gray’s relationship to autobiography, Wilde noted in a letter, “Basil Hallward is what I think I am: Lord Henry what the world thinks me: Dorian what I would like to be—in other ages, perhaps.The Picture of Dorian GrayOscar Wilde, Jeffrey Eugenides (Introduction)The Picture of Dorian GrayOscar Wilde, Jeffrey Eugenides (Introduction)",English,"['Classics', 'Fiction', 'Horror', 'Fantasy', 'Literature', 'Gothic', 'Novels', '19th Century', 'LGBT', 'Classic Literature']",272,Random House: Modern Library,06/01/04,966196,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546103428l/5297.jpg,written distinctively dazzling manner oscar wildes story fashionable young man sells soul eternal youth beauty authors popular work tale dorian grays moral disintegration caused scandal rst appeared though wilde attacked novels corrupting inuence responded fact terrible moral dorian gray years later book aestheticmoral dilemma presented became issues trials occasioned wildes homosexual liaisons resulted imprisonment dorian grays relationship autobiography wilde noted letter basil hallward think lord henry world thinks dorian would like bein ages perhapsthe picture dorian grayoscar wilde jeffrey eugenides introductionthe picture dorian grayoscar wilde jeffrey eugenides introduction
Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll, John Tenniel (Illustrator), Martin Gardner (Introduction)",4.06,"""I can't explain myself, I'm afraid, sir,"" said Alice, ""Because I'm not myself, you see.""When Alice sees a white rabbit take a watch out of its waistcoat pocket she decides to follow it, and a sequence of most unusual events is set in motion. This mini book contains the entire topsy-turvy stories of Alice's Adventures in Wonderland and Through the Looking-Glass, accompanied by practical notes and Martina Pelouso's memorable full-colour illustrations.Alice's Adventures in Wonderland & Through the Looking-GlassLewis Carroll, John Tenniel (Illustrator), Martin Gardner (Introduction)Alice's Adventures in Wonderland #1-2Alice's Adventures in Wonderland & Through the Looking-GlassLewis Carroll, John Tenniel (Illustrator), Martin Gardner (Introduction)Alice's Adventures in Wonderland #1-2",English,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Literature', 'Adventure', 'Novels', '19th Century', 'British Literature']",239,Penguin Group (USA),12/01/00,458299,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872220l/24213.jpg,cant explain im afraid sir said alice im seewhen alice sees white rabbit take watch waistcoat pocket decides follow sequence unusual events set motion mini book contains entire topsyturvy stories alices adventures wonderland lookingglass accompanied practical notes martina pelousos memorable fullcolour illustrationsalices adventures wonderland lookingglasslewis carroll john tenniel illustrator martin gardner introductionalices adventures wonderland alices adventures wonderland lookingglasslewis carroll john tenniel illustrator martin gardner introductionalices adventures wonderland
Jane Eyre,"Charlotte Brontë, Michael Mason (Editor), Barnett Freedman (Illustrator)",4.13,"Orphaned as a child, Jane has felt an outcast her whole young life. Her courage is tested once again when she arrives at Thornfield Hall, where she has been hired by the brooding, proud Edward Rochester to care for his ward Adèle. Jane finds herself drawn to his troubled yet kind spirit. She falls in love. Hard. But there is a terrifying secret inside the gloomy, forbidding Thornfield Hall. Is Rochester hiding from Jane? Will Jane be left heartbroken and exiled once again?Jane EyreCharlotte Brontë, Michael Mason (Editor), Barnett Freedman (Illustrator)Jane EyreCharlotte Brontë, Michael Mason (Editor), Barnett Freedman (Illustrator)",English,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'Gothic', 'Historical', '19th Century', 'School', 'Classic Literature']",532,Penguin,02/04/03,1624682,93.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557343311l/10210._SY475_.jpg,orphaned child jane felt outcast whole young life courage tested arrives thornfield hall hired brooding proud edward rochester care ward adle jane finds drawn troubled yet kind spirit falls love hard terrifying secret inside gloomy forbidding thornfield hall rochester hiding jane jane left heartbroken exiled againjane eyrecharlotte bront michael mason editor barnett freedman illustratorjane eyrecharlotte bront michael mason editor barnett freedman illustrator
Les Misérables,"Victor Hugo, Lee Fahnestock (Translator), Norman MacAfee (Translator)",4.18,"Introducing one of the most famous characters in literature, Jean Valjean—the noble peasant imprisoned for stealing a loaf of bread—Les Misérables ranks among the greatest novels of all time. In it, Victor Hugo takes readers deep into the Parisian underworld, immerses them in a battle between good and evil, and carries them to the barricades during the uprising of 1832 with a breathtaking realism that is unsurpassed in modern prose. Within his dramatic story are themes that capture the intellect and the emotions: crime and punishment, the relentless persecution of Valjean by Inspector Javert, the desperation of the prostitute Fantine, the amorality of the rogue Thénardier, and the universal desire to escape the prisons of our own minds. Les Misérables gave Victor Hugo a canvas upon which he portrayed his criticism of the French political and judicial systems, but the portrait that resulted is larger than life, epic in scope—an extravagant spectacle that dazzles the senses even as it touches the heart.Les MisérablesVictor Hugo, Lee Fahnestock (Translator), Norman MacAfee (Translator)Les MisérablesVictor Hugo, Lee Fahnestock (Translator), Norman MacAfee (Translator)",English,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'France', 'Historical', 'Novels', 'French Literature', 'Romance', 'Classic Literature']",1463,Signet Classics,03/03/87,682793,93.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411852091l/24280.jpg,introducing one famous characters literature jean valjeanthe noble peasant imprisoned stealing loaf breadles misrables ranks among greatest novels time victor hugo takes readers deep parisian underworld immerses battle good evil carries barricades uprising breathtaking realism unsurpassed modern prose within dramatic story themes capture intellect emotions crime punishment relentless persecution valjean inspector javert desperation prostitute fantine amorality rogue thnardier universal desire escape prisons minds les misrables gave victor hugo canvas upon portrayed criticism french political judicial systems portrait resulted larger life epic scopean extravagant spectacle dazzles senses even touches heartles misrablesvictor hugo lee fahnestock translator norman macafee translatorles misrablesvictor hugo lee fahnestock translator norman macafee translator
Divergent,Veronica Roth (Goodreads Author),4.19,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.DivergentVeronica Roth (Goodreads Author)Divergent #1DivergentVeronica Roth (Goodreads Author)Divergent #1",English,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",487,Katherine Tegen Books,02/28/12,2906258,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588455221l/13335037._SY475_.jpg,beatrice priors dystopian chicago world society divided five factions dedicated cultivation particular virtuecandor honest abnegation selfless dauntless brave amity peaceful erudite intelligent appointed day every year sixteenyearolds must select faction devote rest lives beatrice decision staying family really isshe cant makes choice surprises everyone including herselfduring highly competitive initiation follows beatrice renames tris struggles alongside fellow initiates live choice made together must undergo extreme physical tests endurance intense psychological simulations devastating consequences initiation transforms tris must determine friends really areand exactly romance sometimes fascinating sometimes exasperating boy fits life shes chosen tris also secret one shes kept hidden everyone shes warned mean death discovers unrest growing conflict threaten unravel seemingly perfect society also learns secret might help save loves might destroy herdivergentveronica roth goodreads authordivergent divergentveronica roth goodreads authordivergent
Crime and Punishment,"Fyodor Dostoyevsky, David McDuff (Translator)",4.22,"Raskolnikov, a destitute and desperate former student, wanders through the slums of St Petersburg and commits a random murder without remorse or regret. He imagines himself to be a great man, a Napoleon: acting for a higher purpose beyond conventional moral law. But as he embarks on a dangerous game of cat and mouse with a suspicious police investigator, Raskolnikov is pursued by the growing voice of his conscience and finds the noose of his own guilt tightening around his neck. Only Sonya, a downtrodden prostitute, can offer the chance of redemption.Crime and PunishmentFyodor Dostoyevsky, David McDuff (Translator)Crime and PunishmentFyodor Dostoyevsky, David McDuff (Translator)",English,"['Classics', 'Fiction', 'Russia', 'Literature', 'Russian Literature', 'Novels', 'Philosophy', 'Crime', '19th Century', 'School']",671,Penguin,12/31/02,626897,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382846449l/7144.jpg,raskolnikov destitute desperate former student wanders slums st petersburg commits random murder without remorse regret imagines great man napoleon acting higher purpose beyond conventional moral law embarks dangerous game cat mouse suspicious police investigator raskolnikov pursued growing voice conscience finds noose guilt tightening around neck sonya downtrodden prostitute offer chance redemptioncrime punishmentfyodor dostoyevsky david mcduff translatorcrime punishmentfyodor dostoyevsky david mcduff translator
The Perks of Being a Wallflower,Stephen Chbosky,4.2,"standing on the fringes of life...offers a unique perspective. But there comes a time to seewhat it looks like from the dance floor.This haunting novel about the dilemma of passivity vs. passion marks the stunning debut of a provocative new voice in contemporary fiction: The Perks of Being A WALLFLOWERThis is the story of what it's like to grow up in high school. More intimate than a diary, Charlie's letters are singular and unique, hilarious and devastating. We may not know where he lives. We may not know to whom he is writing. All we know is the world he shares. Caught between trying to live his life and trying to run from it puts him on a strange course through uncharted territory. The world of first dates and mixed tapes, family dramas and new friends. The world of sex, drugs, and The Rocky Horror Picture Show, when all one requires is that the perfect song on that perfect drive to feel infinite.Through Charlie, Stephen Chbosky has created a deeply affecting coming-of-age story, a powerful novel that will spirit you back to those wild and poignant roller coaster days known as growing up.(back cover)The Perks of Being a WallflowerStephen ChboskyThe Perks of Being a WallflowerStephen Chbosky",English,"['Young Adult', 'Fiction', 'Contemporary', 'Coming Of Age', 'Romance', 'Realistic Fiction', 'LGBT', 'Classics', 'Mental Health', 'Teen']",213,MTV Books/Pocket Books,02/28/99,1250155,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520093244l/22628.jpg,standing fringes lifeoffers unique perspective comes time seewhat looks like dance floorthis haunting novel dilemma passivity vs passion marks stunning debut provocative new voice contemporary fiction perks wallflowerthis story like grow high school intimate diary charlies letters singular unique hilarious devastating may know lives may know writing know world shares caught trying live life trying run puts strange course uncharted territory world first dates mixed tapes family dramas new friends world sex drugs rocky horror picture show one requires perfect song perfect drive feel infinitethrough charlie stephen chbosky created deeply affecting comingofage story powerful novel spirit back wild poignant roller coaster days known growing upback coverthe perks wallflowerstephen chboskythe perks wallflowerstephen chbosky
City of Bones,Cassandra Clare (Goodreads Author),4.1,"When fifteen-year-old Clary Fray heads out to the Pandemonium Club in New York City, she hardly expects to witness a murder― much less a murder committed by three teenagers covered with strange tattoos and brandishing bizarre weapons. Then the body disappears into thin air. It's hard to call the police when the murderers are invisible to everyone else and when there is nothing―not even a smear of blood―to show that a boy has died. Or was he a boy?This is Clary's first meeting with the Shadowhunters, warriors dedicated to ridding the earth of demons. It's also her first encounter with Jace, a Shadowhunter who looks a little like an angel and acts a lot like a jerk. Within twenty-four hours Clary is pulled into Jace's world with a vengeance when her mother disappears and Clary herself is attacked by a demon. But why would demons be interested in ordinary mundanes like Clary and her mother? And how did Clary suddenly get the Sight? The Shadowhunters would like to know...City of BonesCassandra Clare (Goodreads Author)The Mortal Instruments #1City of BonesCassandra Clare (Goodreads Author)The Mortal Instruments #1",English,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction', 'Vampires', 'Supernatural', 'Angels', 'Magic']",485,Margaret K. McElderry Books,03/27/07,1617465,92.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315l/256683._SY475_.jpg,fifteenyearold clary fray heads pandemonium club new york city hardly expects witness murder much less murder committed three teenagers covered strange tattoos brandishing bizarre weapons body disappears thin air hard call police murderers invisible everyone else nothingnot even smear bloodto show boy died boythis clarys first meeting shadowhunters warriors dedicated ridding earth demons also first encounter jace shadowhunter looks little like angel acts lot like jerk within twentyfour hours clary pulled jaces world vengeance mother disappears clary attacked demon would demons interested ordinary mundanes like clary mother clary suddenly get sight shadowhunters would like knowcity bonescassandra clare goodreads authorthe mortal instruments city bonescassandra clare goodreads authorthe mortal instruments
Ender's Game,"Orson Scott Card, Stefan Rudnicki (Narrator), Harlan Ellison (Narrator)",4.3,"Andrew ""Ender"" Wiggin thinks he is playing computer simulated war games; he is, in fact, engaged in something far more desperate. The result of genetic experimentation, Ender may be the military genius Earth desperately needs in a war against an alien enemy seeking to destroy all human life. The only way to find out is to throw Ender into ever harsher training, to chip away and find the diamond inside, or destroy him utterly. Ender Wiggin is six years old when it begins. He will grow up fast.But Ender is not the only result of the experiment. The war with the Buggers has been raging for a hundred years, and the quest for the perfect general has been underway almost as long. Ender's two older siblings, Peter and Valentine, are every bit as unusual as he is, but in very different ways. While Peter was too uncontrollably violent, Valentine very nearly lacks the capability for violence altogether. Neither was found suitable for the military's purpose. But they are driven by their jealousy of Ender, and by their inbred drive for power. Peter seeks to control the political process, to become a ruler. Valentine's abilities turn more toward the subtle control of the beliefs of commoner and elite alike, through powerfully convincing essays. Hiding their youth and identities behind the anonymity of the computer networks, these two begin working together to shape the destiny of Earth-an Earth that has no future at all if their brother Ender fails.Source: hatrack.comEnder's GameOrson Scott Card, Stefan Rudnicki (Narrator), Harlan Ellison (Narrator)Ender's Saga #1Ender's GameOrson Scott Card, Stefan Rudnicki (Narrator), Harlan Ellison (Narrator)Ender's Saga #1",English,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Dystopia', 'War', 'Audiobook', 'Adventure']",324,Macmillan Audio,09/30/04,1131303,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408303130l/375802.jpg,andrew ender wiggin thinks playing computer simulated war games fact engaged something far desperate result genetic experimentation ender may military genius earth desperately needs war alien enemy seeking destroy human life way find throw ender ever harsher training chip away find diamond inside destroy utterly ender wiggin six years old begins grow fastbut ender result experiment war buggers raging hundred years quest perfect general underway almost long enders two older siblings peter valentine every bit unusual different ways peter uncontrollably violent valentine nearly lacks capability violence altogether neither found suitable militarys purpose driven jealousy ender inbred drive power peter seeks control political process become ruler valentines abilities turn toward subtle control beliefs commoner elite alike powerfully convincing essays hiding youth identities behind anonymity computer networks two begin working together shape destiny earthan earth future brother ender failssource hatrackcomenders gameorson scott card stefan rudnicki narrator harlan ellison narratorenders saga enders gameorson scott card stefan rudnicki narrator harlan ellison narratorenders saga
The Help,Kathryn Stockett (Goodreads Author),4.47,"Librarian's note: An alternate cover edition can be found hereThree ordinary women are about to take one extraordinary step.Twenty-two-year-old Skeeter has just returned home after graduating from Ole Miss. She may have a degree, but it is 1962, Mississippi, and her mother will not be happy till Skeeter has a ring on her finger. Skeeter would normally find solace with her beloved maid Constantine, the woman who raised her, but Constantine has disappeared and no one will tell Skeeter where she has gone.Aibileen is a black maid, a wise, regal woman raising her seventeenth white child. Something has shifted inside her after the loss of her own son, who died while his bosses looked the other way. She is devoted to the little girl she looks after, though she knows both their hearts may be broken.Minny, Aibileen's best friend, is short, fat, and perhaps the sassiest woman in Mississippi. She can cook like nobody's business, but she can't mind her tongue, so she's lost yet another job. Minny finally finds a position working for someone too new to town to know her reputation. But her new boss has secrets of her own.Seemingly as different from one another as can be, these women will nonetheless come together for a clandestine project that will put them all at risk. And why? Because they are suffocating within the lines that define their town and their times. And sometimes lines are made to be crossed.In pitch-perfect voices, Kathryn Stockett creates three extraordinary women whose determination to start a movement of their own forever changes a town, and the way women, mothers, daughters, caregivers, friends, view one another. A deeply moving novel filled with poignancy, humor, and hope, The Help is a timeless and universal story about the lines we abide by, and the ones we don't. (jacket flap)The HelpKathryn Stockett (Goodreads Author)The HelpKathryn Stockett (Goodreads Author)",English,"['Fiction', 'Historical Fiction', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary', 'Audiobook', 'Classics', 'Chick Lit', 'Book Club']",451,Amy Einhorn Books/G.P. Putnam's Sons,02/10/09,2164011,98.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572940430l/4667024._SY475_.jpg,librarians note alternate cover edition found herethree ordinary women take one extraordinary steptwentytwoyearold skeeter returned home graduating ole miss may degree mississippi mother happy till skeeter ring finger skeeter would normally find solace beloved maid constantine woman raised constantine disappeared one tell skeeter goneaibileen black maid wise regal woman raising seventeenth white child something shifted inside loss son died bosses looked way devoted little girl looks though knows hearts may brokenminny aibileens best friend short fat perhaps sassiest woman mississippi cook like nobodys business cant mind tongue shes lost yet another job minny finally finds position working someone new town know reputation new boss secrets ownseemingly different one another women nonetheless come together clandestine project put risk suffocating within lines define town times sometimes lines made crossedin pitchperfect voices kathryn stockett creates three extraordinary women whose determination start movement forever changes town way women mothers daughters caregivers friends view one another deeply moving novel filled poignancy humor hope help timeless universal story lines abide ones dont jacket flapthe helpkathryn stockett goodreads authorthe helpkathryn stockett goodreads author
Anne of Green Gables,L.M. Montgomery,4.26,"As soon as Anne Shirley arrives at the snug white farmhouse called Green Gables, she is sure she wants to stay forever . . . but will the Cuthberts send her back to to the orphanage? Anne knows she's not what they expected—a skinny girl with fiery red hair and a temper to match. If only she can convince them to let her stay, she'll try very hard not to keep rushing headlong into scrapes and blurting out the first thing that comes to her mind. Anne is not like anyone else, the Cuthberts agree; she is special—a girl with an enormous imagination. This orphan girl dreams of the day when she can call herself Anne of Green Gables.Anne of Green GablesL.M. MontgomeryAnne of Green Gables #1Anne of Green GablesL.M. MontgomeryAnne of Green Gables #1",English,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Historical', 'Audiobook', 'Canada', 'Coming Of Age']",320,Signet Book,05/06/03,727685,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390789015l/8127.jpg,soon anne shirley arrives snug white farmhouse called green gables sure wants stay forever cuthberts send back orphanage anne knows shes expecteda skinny girl fiery red hair temper match convince let stay shell try hard keep rushing headlong scrapes blurting first thing comes mind anne like anyone else cuthberts agree speciala girl enormous imagination orphan girl dreams day call anne green gablesanne green gableslm montgomeryanne green gables anne green gableslm montgomeryanne green gables
